,Reaction Type,Datetime,Content Type,Content ID,Category,Sentiment,Score,,,,
7884,scared,11-11-2020 03:50,GIF,cb14a57b-9a8e-4694-9516-5a7d2ec41438,soccer,negative,15,,,,
7885,hate,18-12-2020 19:32,GIF,cb14a57b-9a8e-4694-9516-5a7d2ec41438,soccer,negative,5,,,,
7886,interested,17-10-2020 23:45,GIF,cb14a57b-9a8e-4694-9516-5a7d2ec41438,soccer,positive,30,,,,
7887,hate,01-08-2020 23:47,GIF,cb14a57b-9a8e-4694-9516-5a7d2ec41438,soccer,negative,5,,,,
7888,intrigued,24-10-2020 13:51,video,f5d6cb3a-923b-45fb-857a-7250b679625e,travel,positive,45,,,,
7889,cherish,13-11-2020 16:42,video,f5d6cb3a-923b-45fb-857a-7250b679625e,travel,positive,70,,,,
7890,intrigued,14-02-2021 17:36,video,f5d6cb3a-923b-45fb-857a-7250b679625e,travel,positive,45,,,,
7891,interested,05-03-2021 21:45,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,30,,,,
7892,cherish,12-01-2021 11:01,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,70,,,,
7893,disgust,13-10-2020 01:06,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,negative,0,,,,
7894,scared,17-08-2020 22:16,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,negative,15,,,,
7895,intrigued,15-08-2020 14:44,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,45,,,,
7896,worried,27-07-2020 01:10,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,negative,12,,,,
7897,peeking,23-11-2020 17:01,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,neutral,35,,,,
7898,disgust,12-04-2021 03:07,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,negative,0,,,,
7899,peeking,06-11-2020 01:55,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,neutral,35,,,,
7900,adore,07-10-2020 02:51,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,72,,,,
7901,interested,13-05-2021 13:00,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,30,,,,
7902,interested,03-01-2021 06:58,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,30,,,,
7903,like,21-04-2021 10:16,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,50,,,,
7904,disgust,08-01-2021 05:02,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,negative,0,,,,
7905,want,26-09-2020 14:26,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,70,,,,
7906,intrigued,23-07-2020 06:04,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,45,,,,
7907,indifferent,12-03-2021 18:57,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,neutral,20,,,,
7908,peeking,23-11-2020 23:28,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,neutral,35,,,,
7909,dislike,28-05-2021 17:59,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,negative,10,,,,
7910,want,03-09-2020 23:56,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,70,,,,
7911,hate,05-07-2020 17:10,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,negative,5,,,,
7912,scared,02-09-2020 16:14,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,negative,15,,,,
7913,want,18-09-2020 01:03,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,70,,,,
7914,like,21-08-2020 18:25,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,50,,,,
7915,peeking,20-07-2020 23:03,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,neutral,35,,,,
7916,cherish,26-06-2020 19:43,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,70,,,,
7917,interested,30-09-2020 12:18,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,30,,,,
7918,peeking,21-11-2020 02:03,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,neutral,35,,,,
7919,intrigued,13-09-2020 11:50,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,45,,,,
7920,like,23-05-2021 14:11,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,50,,,,
7921,like,02-06-2021 11:07,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,50,,,,
7922,hate,30-08-2020 19:19,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,negative,5,,,,
7923,like,11-05-2021 14:42,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,50,,,,
7924,peeking,13-06-2021 13:25,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,neutral,35,,,,
7925,dislike,10-05-2021 01:41,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,negative,10,,,,
7926,heart,18-04-2021 17:08,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,60,,,,
7927,adore,23-04-2021 05:16,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,72,,,,
7928,adore,04-01-2021 09:20,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,72,,,,
7929,dislike,02-04-2021 15:45,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,negative,10,,,,
7930,worried,06-01-2021 01:32,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,negative,12,,,,
7931,cherish,06-11-2020 14:39,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,70,,,,
7932,super love,19-01-2021 21:37,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,75,,,,
7933,super love,15-06-2021 20:47,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,75,,,,
7934,heart,03-12-2020 15:43,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,60,,,,
7935,intrigued,02-12-2020 09:03,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,45,,,,
7936,indifferent,03-04-2021 03:49,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,neutral,20,,,,
7937,super love,14-06-2021 01:47,GIF,9a5951a5-a36f-404e-a746-f6023c160fc0,science,positive,75,,,,
7938,adore,27-09-2020 22:56,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,positive,72,,,,
7939,dislike,05-12-2020 02:24,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,10,,,,
7940,worried,23-02-2021 15:32,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,12,,,,
7941,peeking,23-11-2020 10:38,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,neutral,35,,,,
7942,peeking,30-11-2020 19:53,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,neutral,35,,,,
7943,interested,30-08-2020 23:41,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,positive,30,,,,
7944,scared,21-07-2020 01:55,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,15,,,,
7945,super love,12-06-2021 09:52,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,positive,75,,,,
7946,cherish,26-11-2020 04:41,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,positive,70,,,,
7947,indifferent,18-06-2020 22:04,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,neutral,20,,,,
7948,worried,23-08-2020 23:01,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,12,,,,
7949,worried,16-08-2020 11:21,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,12,,,,
7950,dislike,09-10-2020 08:25,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,10,,,,
7951,scared,04-05-2021 00:34,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,15,,,,
7952,disgust,21-08-2020 15:44,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,0,,,,
7953,peeking,25-10-2020 20:12,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,neutral,35,,,,
7954,love,24-11-2020 14:25,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,positive,65,,,,
7955,dislike,01-11-2020 23:15,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,10,,,,
7956,intrigued,01-04-2021 23:43,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,positive,45,,,,
7957,hate,17-12-2020 05:55,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,5,,,,
7958,dislike,03-08-2020 19:50,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,10,,,,
7959,disgust,04-10-2020 22:32,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,0,,,,
7960,worried,18-10-2020 05:02,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,12,,,,
7961,heart,10-06-2021 23:46,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,positive,60,,,,
7962,hate,12-01-2021 07:27,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,5,,,,
7963,indifferent,08-07-2020 04:46,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,neutral,20,,,,
7964,like,21-03-2021 10:39,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,positive,50,,,,
7965,intrigued,25-12-2020 02:35,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,positive,45,,,,
7966,worried,24-07-2020 08:27,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,12,,,,
7967,super love,02-04-2021 21:12,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,positive,75,,,,
7968,worried,24-03-2021 01:38,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,12,,,,
7969,love,18-02-2021 10:42,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,positive,65,,,,
7970,like,11-04-2021 07:36,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,positive,50,,,,
7971,dislike,28-04-2021 13:08,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,10,,,,
7972,interested,08-01-2021 20:26,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,positive,30,,,,
7973,love,05-04-2021 17:39,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,positive,65,,,,
7974,scared,12-11-2020 19:48,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,15,,,,
7975,disgust,19-07-2020 12:18,video,26ea4466-0d88-482a-afab-e502beb4a316,fitness,negative,0,,,,
7976,intrigued,01-07-2020 03:26,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,45,,,,
7977,disgust,17-02-2021 09:22,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,negative,0,,,,
7978,disgust,25-03-2021 22:13,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,negative,0,,,,
7979,like,12-09-2020 04:07,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,50,,,,
7980,dislike,13-06-2021 05:40,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,negative,10,,,,
7981,adore,10-12-2020 03:03,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,72,,,,
7982,adore,25-10-2020 04:35,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,72,,,,
7983,interested,15-01-2021 04:49,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,30,,,,
7984,worried,14-06-2021 15:56,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,negative,12,,,,
7985,interested,05-09-2020 02:47,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,30,,,,
7986,indifferent,18-04-2021 04:04,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,neutral,20,,,,
7987,worried,11-03-2021 11:50,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,negative,12,,,,
7988,adore,12-03-2021 08:49,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,72,,,,
7989,hate,18-02-2021 09:20,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,negative,5,,,,
7990,worried,18-12-2020 07:22,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,negative,12,,,,
7991,heart,21-04-2021 23:11,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,60,,,,
7992,want,16-07-2020 12:18,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,70,,,,
7993,super love,18-05-2021 18:06,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,75,,,,
7994,indifferent,08-01-2021 06:49,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,neutral,20,,,,
7995,want,25-09-2020 07:30,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,70,,,,
7996,indifferent,04-09-2020 20:43,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,neutral,20,,,,
7997,heart,15-02-2021 13:05,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,60,,,,
7998,hate,11-05-2021 08:27,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,negative,5,,,,
7999,scared,21-11-2020 08:25,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,negative,15,,,,
8000,disgust,02-12-2020 06:02,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,negative,0,,,,
8001,like,06-11-2020 14:48,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,50,,,,
8002,worried,27-02-2021 10:13,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,negative,12,,,,
8003,interested,18-07-2020 20:34,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,30,,,,
8004,dislike,18-05-2021 14:18,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,negative,10,,,,
8005,scared,27-09-2020 20:19,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,negative,15,,,,
8006,interested,22-03-2021 01:53,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,30,,,,
8007,adore,14-11-2020 10:03,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,72,,,,
8008,intrigued,13-09-2020 11:13,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,45,,,,
8009,peeking,23-10-2020 08:08,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,neutral,35,,,,
8010,cherish,17-06-2021 05:45,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,70,,,,
8011,peeking,11-01-2021 07:29,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,neutral,35,,,,
8012,want,03-02-2021 15:52,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,70,,,,
8013,disgust,31-10-2020 19:07,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,negative,0,,,,
8014,disgust,29-08-2020 01:29,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,negative,0,,,,
8015,indifferent,01-11-2020 00:55,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,neutral,20,,,,
8016,adore,07-03-2021 17:41,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,72,,,,
8017,intrigued,21-04-2021 03:50,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,45,,,,
8018,interested,18-08-2020 14:56,audio,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,positive,30,,,,
8019,worried,17-08-2020 21:18,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,negative,12,,,,
8020,peeking,09-07-2020 19:40,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,neutral,35,,,,
8021,want,05-12-2020 13:32,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,positive,70,,,,
8022,super love,13-10-2020 23:34,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,positive,75,,,,
8023,super love,30-06-2020 05:45,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,positive,75,,,,
8024,dislike,21-09-2020 22:05,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,negative,10,,,,
8025,worried,17-04-2021 17:44,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,negative,12,,,,
8026,cherish,03-12-2020 00:38,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,positive,70,,,,
8027,indifferent,30-01-2021 11:31,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,neutral,20,,,,
8028,disgust,22-07-2020 15:13,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,negative,0,,,,
8029,cherish,06-06-2021 03:49,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,positive,70,,,,
8030,like,24-07-2020 15:45,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,positive,50,,,,
8031,peeking,05-08-2020 16:09,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,neutral,35,,,,
8032,disgust,05-04-2021 23:55,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,negative,0,,,,
8033,indifferent,29-07-2020 18:17,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,neutral,20,,,,
8034,indifferent,13-05-2021 20:13,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,neutral,20,,,,
8035,heart,10-11-2020 11:50,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,positive,60,,,,
8036,heart,17-05-2021 18:49,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,positive,60,,,,
8037,adore,10-06-2021 10:50,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,positive,72,,,,
8038,hate,01-05-2021 03:45,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,negative,5,,,,
8039,love,11-01-2021 11:55,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,positive,65,,,,
8040,cherish,18-11-2020 04:11,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,positive,70,,,,
8041,adore,20-01-2021 13:04,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,positive,72,,,,
8042,heart,12-10-2020 09:15,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,positive,60,,,,
8043,dislike,22-01-2021 05:53,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,negative,10,,,,
8044,want,21-03-2021 16:09,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,positive,70,,,,
8045,heart,08-09-2020 15:07,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,positive,60,,,,
8046,intrigued,07-12-2020 15:42,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,positive,45,,,,
8047,interested,26-03-2021 17:22,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,positive,30,,,,
8048,adore,01-05-2021 11:47,audio,b81f446e-be9b-4fff-8faf-7732c6306c75,cooking,positive,72,,,,
8049,like,13-11-2020 04:24,audio,d72ea14e-16fb-4e2d-acf1-59a29dfa21df,public speaking,positive,50,,,,
8050,interested,16-10-2020 19:12,audio,d72ea14e-16fb-4e2d-acf1-59a29dfa21df,public speaking,positive,30,,,,
8051,intrigued,22-03-2021 06:13,audio,d72ea14e-16fb-4e2d-acf1-59a29dfa21df,public speaking,positive,45,,,,
8052,indifferent,04-04-2021 16:41,audio,d72ea14e-16fb-4e2d-acf1-59a29dfa21df,public speaking,neutral,20,,,,
8053,intrigued,04-07-2020 13:49,audio,d72ea14e-16fb-4e2d-acf1-59a29dfa21df,public speaking,positive,45,,,,
8054,adore,08-04-2021 07:26,audio,d72ea14e-16fb-4e2d-acf1-59a29dfa21df,public speaking,positive,72,,,,
8055,scared,01-03-2021 11:36,audio,d72ea14e-16fb-4e2d-acf1-59a29dfa21df,public speaking,negative,15,,,,
8056,love,12-09-2020 05:06,audio,d72ea14e-16fb-4e2d-acf1-59a29dfa21df,public speaking,positive,65,,,,
8057,cherish,27-08-2020 14:07,audio,d72ea14e-16fb-4e2d-acf1-59a29dfa21df,public speaking,positive,70,,,,
8058,intrigued,30-04-2021 22:37,audio,d72ea14e-16fb-4e2d-acf1-59a29dfa21df,public speaking,positive,45,,,,
8059,want,20-09-2020 23:25,audio,d72ea14e-16fb-4e2d-acf1-59a29dfa21df,public speaking,positive,70,,,,
8060,heart,27-02-2021 11:20,audio,d72ea14e-16fb-4e2d-acf1-59a29dfa21df,public speaking,positive,60,,,,
8061,cherish,27-12-2020 12:15,audio,d72ea14e-16fb-4e2d-acf1-59a29dfa21df,public speaking,positive,70,,,,
8062,peeking,03-06-2021 10:22,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,neutral,35,,,,
8063,super love,04-10-2020 23:45,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,75,,,,
8064,indifferent,05-09-2020 15:55,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,neutral,20,,,,
8065,want,05-06-2021 15:48,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,70,,,,
8066,hate,05-05-2021 17:47,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,negative,5,,,,
8067,interested,10-08-2020 03:58,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,30,,,,
8068,scared,04-02-2021 06:28,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,negative,15,,,,
8069,super love,11-05-2021 16:08,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,75,,,,
8070,peeking,14-12-2020 10:53,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,neutral,35,,,,
8071,hate,01-03-2021 23:38,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,negative,5,,,,
8072,adore,29-01-2021 16:20,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,72,,,,
8073,love,28-10-2020 16:50,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,65,,,,
8074,disgust,20-02-2021 18:33,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,negative,0,,,,
8075,want,18-05-2021 01:33,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,70,,,,
8076,heart,09-08-2020 10:37,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,60,,,,
8077,want,03-03-2021 15:08,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,70,,,,
8078,hate,30-08-2020 04:00,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,negative,5,,,,
8079,interested,03-08-2020 10:10,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,30,,,,
8080,interested,25-09-2020 17:42,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,30,,,,
8081,disgust,22-10-2020 14:34,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,negative,0,,,,
8082,interested,16-09-2020 13:32,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,30,,,,
8083,love,22-01-2021 21:12,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,65,,,,
8084,interested,03-12-2020 06:17,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,30,,,,
8085,want,27-05-2021 00:53,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,70,,,,
8086,love,03-09-2020 02:38,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,65,,,,
8087,dislike,17-06-2021 08:56,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,negative,10,,,,
8088,dislike,02-08-2020 02:08,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,negative,10,,,,
8089,heart,13-03-2021 15:29,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,60,,,,
8090,indifferent,23-02-2021 07:25,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,neutral,20,,,,
8091,adore,21-07-2020 17:42,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,72,,,,
8092,scared,17-01-2021 11:38,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,negative,15,,,,
8093,worried,03-07-2020 14:35,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,negative,12,,,,
8094,dislike,29-12-2020 16:31,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,negative,10,,,,
8095,interested,21-04-2021 12:15,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,30,,,,
8096,super love,28-10-2020 15:44,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,75,,,,
8097,hate,07-05-2021 12:50,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,negative,5,,,,
8098,disgust,29-12-2020 08:55,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,negative,0,,,,
8099,super love,04-08-2020 22:16,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,75,,,,
8100,scared,22-02-2021 08:28,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,negative,15,,,,
8101,indifferent,05-01-2021 19:26,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,neutral,20,,,,
8102,indifferent,03-05-2021 14:45,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,neutral,20,,,,
8103,cherish,24-05-2021 11:31,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,70,,,,
8104,hate,31-01-2021 04:42,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,negative,5,,,,
8105,want,13-03-2021 15:12,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,70,,,,
8106,adore,20-09-2020 16:29,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,72,,,,
8107,like,16-04-2021 08:22,GIF,a059c110-6fab-4a4f-9482-eaf2c269911e,food,positive,50,,,,
8108,love,22-12-2020 15:20,video,b90bb1f2-9dbf-4802-a0e2-103dac50d272,fitness,positive,65,,,,
8109,dislike,23-09-2020 12:46,video,b90bb1f2-9dbf-4802-a0e2-103dac50d272,fitness,negative,10,,,,
8110,hate,12-12-2020 04:37,video,b90bb1f2-9dbf-4802-a0e2-103dac50d272,fitness,negative,5,,,,
8111,love,03-10-2020 19:43,video,b90bb1f2-9dbf-4802-a0e2-103dac50d272,fitness,positive,65,,,,
8112,worried,16-10-2020 07:05,video,b90bb1f2-9dbf-4802-a0e2-103dac50d272,fitness,negative,12,,,,
8113,interested,15-11-2020 14:41,video,b90bb1f2-9dbf-4802-a0e2-103dac50d272,fitness,positive,30,,,,
8114,adore,12-01-2021 13:26,video,b90bb1f2-9dbf-4802-a0e2-103dac50d272,fitness,positive,72,,,,
8115,interested,18-08-2020 07:55,video,b90bb1f2-9dbf-4802-a0e2-103dac50d272,fitness,positive,30,,,,
8116,disgust,08-05-2021 04:11,video,b90bb1f2-9dbf-4802-a0e2-103dac50d272,fitness,negative,0,,,,
8117,love,03-02-2021 12:40,video,b90bb1f2-9dbf-4802-a0e2-103dac50d272,fitness,positive,65,,,,
